"","Cell","Batch","Patient","Channel","Group","ExpLibSize"
"Cell1342","Cell1342","Batch10","Patient131","Channel10","Flu",62188.153120073
"Cell1343","Cell1343","Batch10","Patient127","Channel10","Flu",65756.2445181135
"Cell1344","Cell1344","Batch10","Patient127","Channel10","HcwMild_COVID",110007.95900536
"Cell1345","Cell1345","Batch10","Patient140","Channel10","HospMild_COVID",48567.2900899081
"Cell1346","Cell1346","Batch10","Patient130","Channel10","Severe_COVID",49154.5213286481
"Cell1347","Cell1347","Batch10","Patient138","Channel10","Healthy",52270.3736430844
"Cell1348","Cell1348","Batch10","Patient137","Channel10","HospMild_COVID",59053.1134416847
"Cell1349","Cell1349","Batch10","Patient138","Channel10","Healthy",77808.2070043576
"Cell1350","Cell1350","Batch10","Patient129","Channel10","Severe_COVID",68412.6032176073
"Cell1351","Cell1351","Batch10","Patient136","Channel10","Healthy",79209.472592638
"Cell1352","Cell1352","Batch10","Patient132","Channel10","HcwMild_COVID",78213.2629864316
"Cell1353","Cell1353","Batch10","Patient127","Channel10","HcwMild_COVID",69051.1226280534
"Cell1354","Cell1354","Batch10","Patient129","Channel10","HospMild_COVID",51484.8195039668
"Cell1355","Cell1355","Batch10","Patient137","Channel10","HcwMild_COVID",47195.0375397043
"Cell1356","Cell1356","Batch10","Patient134","Channel10","Flu",51792.1234755649
"Cell1357","Cell1357","Batch10","Patient138","Channel10","Flu",64421.2180225671
"Cell1358","Cell1358","Batch10","Patient140","Channel10","HospMild_COVID",64488.0207860217
"Cell1359","Cell1359","Batch10","Patient132","Channel10","HcwMild_COVID",90120.9459558057
"Cell1360","Cell1360","Batch10","Patient128","Channel10","Healthy",52324.5215171363
"Cell1361","Cell1361","Batch10","Patient129","Channel10","Healthy",76099.592013512
"Cell1362","Cell1362","Batch10","Patient140","Channel10","Severe_COVID",76007.0831138487
"Cell1363","Cell1363","Batch10","Patient140","Channel10","Healthy",56751.1181208033
"Cell1364","Cell1364","Batch10","Patient132","Channel10","Severe_COVID",45509.8390408219
"Cell1365","Cell1365","Batch10","Patient134","Channel10","Flu",47135.1871252894
"Cell1366","Cell1366","Batch10","Patient131","Channel10","Healthy",74847.9801527252
"Cell1367","Cell1367","Batch10","Patient138","Channel10","HospMild_COVID",76172.6510625603
"Cell1368","Cell1368","Batch10","Patient138","Channel10","HospMild_COVID",54161.5060701783
"Cell1369","Cell1369","Batch10","Patient137","Channel10","HospMild_COVID",50746.0797772203
"Cell1370","Cell1370","Batch10","Patient139","Channel10","HospMild_COVID",91683.2899024683
"Cell1371","Cell1371","Batch10","Patient133","Channel10","HcwMild_COVID",87245.9977488002
"Cell1372","Cell1372","Batch10","Patient133","Channel10","Healthy",32059.5074824764
"Cell1373","Cell1373","Batch10","Patient129","Channel10","HospMild_COVID",58293.6697623416
"Cell1374","Cell1374","Batch10","Patient130","Channel10","HospMild_COVID",91102.9229883363
"Cell1375","Cell1375","Batch10","Patient133","Channel10","Severe_COVID",52338.7297160804
"Cell1376","Cell1376","Batch10","Patient139","Channel10","HcwMild_COVID",64730.3602642097
"Cell1377","Cell1377","Batch10","Patient137","Channel10","Severe_COVID",50116.0228845522
"Cell1378","Cell1378","Batch10","Patient140","Channel10","HcwMild_COVID",33673.7857992912
"Cell1379","Cell1379","Batch10","Patient134","Channel10","HcwMild_COVID",75631.3809062256
"Cell1380","Cell1380","Batch10","Patient129","Channel10","Flu",30401.253916578
"Cell1381","Cell1381","Batch10","Patient133","Channel10","HospMild_COVID",57429.8245700295
"Cell1382","Cell1382","Batch10","Patient132","Channel10","Flu",57779.1389510816
"Cell1383","Cell1383","Batch10","Patient134","Channel10","HospMild_COVID",110540.648823072
"Cell1384","Cell1384","Batch10","Patient136","Channel10","Healthy",136380.447659632
"Cell1385","Cell1385","Batch10","Patient140","Channel10","Healthy",52146.0984665547
"Cell1386","Cell1386","Batch10","Patient137","Channel10","Healthy",57151.6566497141
"Cell1387","Cell1387","Batch10","Patient135","Channel10","HospMild_COVID",56942.9733556043
"Cell1388","Cell1388","Batch10","Patient130","Channel10","Severe_COVID",111586.382864206
"Cell1389","Cell1389","Batch10","Patient127","Channel10","HcwMild_COVID",41970.1823361406
"Cell1390","Cell1390","Batch10","Patient136","Channel10","Severe_COVID",82780.4946015997
"Cell1391","Cell1391","Batch10","Patient133","Channel10","Healthy",86741.3983769985
"Cell1392","Cell1392","Batch10","Patient130","Channel10","Healthy",33423.4246198829
"Cell1393","Cell1393","Batch10","Patient140","Channel10","Flu",55345.7025934253
"Cell1394","Cell1394","Batch10","Patient139","Channel10","Flu",50682.319465514
"Cell1395","Cell1395","Batch10","Patient127","Channel10","HcwMild_COVID",48889.4228064987
"Cell1396","Cell1396","Batch10","Patient137","Channel10","Healthy",72737.7177933115
"Cell1397","Cell1397","Batch10","Patient128","Channel10","HospMild_COVID",52286.4240765284
"Cell1398","Cell1398","Batch10","Patient130","Channel10","HcwMild_COVID",95539.3239481639
"Cell1399","Cell1399","Batch10","Patient132","Channel10","HcwMild_COVID",63913.6838890815
"Cell1400","Cell1400","Batch10","Patient133","Channel10","Flu",45137.0636020662
